username,Display Name,Profile pic,topmate_link,category,title,earnings,bookings,source,classification_method,earnings_rank ,category_link
harwindersingh_sapconsultant,Harwinder Singh (SAP) 👨‍💻,https://static.topmate.io/9CEEJdgdbiCWRNG5dCM7U5.jpg,https://topmate.io/harwindersingh_sapconsultant,SAP & Project Management,Empowering 7200+ Careers | Master SAP With ME | Featured on Times Square Billboard | 14M+ Reach & Impact | Content and Course Creator | Driving Engagement and Business Growth | Open for Brand Collaborations | Your Go-To for All SAP Services,453396,344,categorizedusers,original,2,https://awards.topmate.io/sap-project-management
sachin_artani,Sachin Artani,https://static.topmate.io/rmr8AWf5HVt1fqsMdL8fc6.png,https://topmate.io/sachin_artani,SAP & Project Management,SAP ABAP on Cloud & DevOps Developer ‚ö°Trained 190 professionals through 8 SAP RAP bootcamps in 2025,277194,295,categorizedusers,original,3,https://awards.topmate.io/sap-project-management
bhagwat_bhokare,Bhagwat Bhokare,https://static.topmate.io/ddtSKCk5eW9EY7kuEVV5RS.jpeg,https://topmate.io/bhagwat_bhokare,SAP & Project Management,SAP Techno functional consultant | FICO | MM | ABAP | SAP Practice server provider | Freelance Trainer | Trained 2100+ Student and industrial professional | YouTube 3.27K+ | LinkedIn 20K +,184373,383,categorizedusers,original,4,https://awards.topmate.io/sap-project-management
modiabhishek,Abhishek Modi,https://static.topmate.io/6EaRcFhJfBYwt1i5F9hVnE.jpg,https://topmate.io/modiabhishek,SAP & Project Management,SAP Consultant,170990,228,categorizedusers,original,5,https://awards.topmate.io/sap-project-management
melissa_chapman,"Melissa (Chapman) Magee, PMP",https://static.topmate.io/km3AZ8FthkDtorR8hy4uSQ.jpg,https://topmate.io/melissa_chapman,SAP & Project Management,,116781,361,top400earners,original,6,https://awards.topmate.io/sap-project-management
shreya_mahendru,Shreya Mahendru,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_2db39a8c-1e5b-441c-8258-13baa79fddfd.jpeg,https://topmate.io/shreya_mahendru,SAP & Project Management,,114536,8557,top400earners,original,7,https://awards.topmate.io/sap-project-management
rohela_khan,Rohela Khan,https://topmate-staging.s3.ap-south-1.amazonaws.com/kcrzBoFuj98qLXK4bJyVXC.jpg,https://topmate.io/rohela_khan,SAP & Project Management,Solution Architect /Trainer/Blogger/Story teller in SAP EWM/Yard Logistics/TM,112768,188,categorizedusers,original,8,https://awards.topmate.io/sap-project-management
pratik_g_sadedar,Pratik G. Sadedar,https://static.topmate.io/6QYH9CZSwfGZwfzCwTkf75.jpg,https://topmate.io/pratik_g_sadedar,SAP & Project Management,,101656,691,top400earners,llm_haiku,9,https://awards.topmate.io/sap-project-management
avnikant_singh,Avnikant Singh,https://static.topmate.io/uZRnjehLNCRrd7ZRXUVwUc.png,https://topmate.io/avnikant_singh,SAP & Project Management,SAP Consultant || 15 years IT experience || LinkedIn Top voice inERP | MNC ‚Äî BIG4‚ÄìProduct company experience |,83663,203,categorizedusers,original,10,https://awards.topmate.io/sap-project-management
dinesh_kumar56,Dinesh Kumar,https://static.topmate.io/oLJZfTmPjUkLY79tGCjEZv.png,https://topmate.io/dinesh_kumar56,SAP & Project Management,,80355,58,top400earners,llm_haiku,11,https://awards.topmate.io/sap-project-management
vartika_gupta11,Vartika Gupta,https://topmate-staging.s3.amazonaws.com/jf4HJh6GFtYa6K9Z1cX6nw.jpg,https://topmate.io/vartika_gupta11,SAP & Project Management,"A SAP BW HANA/SAP SAC/Datasphere MENTOR !! I worked with Infosys, IBM & PwC and currently leading an excellent team. I have extensive experience in SAP Interviews & I provide my guidance on SAP Interview Preps, Job Switches.",75160,225,categorizedusers,original,12,https://awards.topmate.io/sap-project-management
johnson_xavier,"Johnson Xavier, SPC, MCA",https://topmate-staging.s3.amazonaws.com/oXqpnmqSUXnYZS3199o2fM.PNG,https://topmate.io/johnson_xavier,SAP & Project Management,,68719,196,top400earners,llm_haiku,13,https://awards.topmate.io/sap-project-management
codewithamrit,Amrit Raj,https://static.topmate.io/9tMzv4qdiobrroxpX4LgCC.jpg,https://topmate.io/codewithamrit,SAP & Project Management,"SAP Tech Leader & Educator | SAP BTP(RAP/CAP), ABAP on HANA, SAP Ui5 & Fiori, SAP GenAI | Mentoring Professionals & Driving Digital Transformation | Empowering minds | ERP Specialist | SAP Global Certified",68571,65,categorizedusers,original,14,https://awards.topmate.io/sap-project-management
rahulnarainsaxena,Rahul Narain Saxena,https://static.topmate.io/amBZjzwxaTiaKFGwS1iKef.jpg,https://topmate.io/rahulnarainsaxena,SAP & Project Management,,65802,90,top400earners,llm_haiku,15,https://awards.topmate.io/sap-project-management
abhishek_gaur10,Abhishek Gaur,https://static.topmate.io/iqN9WopRRQU9qFd51MzZMA.JPG,https://topmate.io/abhishek_gaur10,SAP & Project Management,,62683,68,top400earners,llm_haiku,16,https://awards.topmate.io/sap-project-management
malvika_sinha,Malvika Sinha,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_d84fb82c-729b-47d2-90ca-7d106c7fdae4.jpeg,https://topmate.io/malvika_sinha,SAP & Project Management,,62463,25,top400earners,llm_haiku,17,https://awards.topmate.io/sap-project-management
ruhanigarg,Ruhani Garg,https://static.topmate.io/qh59xUHFiRDAF1mkk3MRLM.jpg,https://topmate.io/ruhanigarg,SAP & Project Management,"SAP Consultant | RAP, CDS, AMDP & BTP Specialist | Helping professionals crack SAP concepts & ace interviews with practical guidance",41125,157,categorizedusers,original,18,https://awards.topmate.io/sap-project-management
nikhil_salian10,Nikhil Salian,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_0fa0cadf-04e4-42d2-82f1-92bf3e525a38.jpeg,https://topmate.io/nikhil_salian10,SAP & Project Management,Founder- Salian ConsultingTalent Acquisition SpecialistSAP Training Expert for Enterprises & Individuals.,37699,20,categorizedusers,original,19,https://awards.topmate.io/sap-project-management
kiran_burkul,Kiran Burkul,https://static.topmate.io/3RDxNyBFkMdBdEvAZohbML.jpg,https://topmate.io/kiran_burkul,SAP & Project Management,SAP Security and GRC Senior Consultant at LTIMINDTREE | Ex-EY GDS | Ex-Infosys | S4 Hana Security | Fiori Security | GRC Access Control | SAP ECC Security,32381,62,categorizedusers,original,20,https://awards.topmate.io/sap-project-management
konnect,KONNECT,https://topmate-staging.s3.amazonaws.com/taPoM4Q2x5wy5Hx1PHf1oi.jpeg,https://topmate.io/konnect,SAP & Project Management,"KONNECT is an all-in-one SAP career platform designed to bridge the gap between SAP professionals, recruiters, mentors, and learners.",24703,23,categorizedusers,original,21,https://awards.topmate.io/sap-project-management
chthakkarsap,Chirag Thakkar 👨🏻‍💻,https://topmate-staging.s3.amazonaws.com/4XuL6i9QLRbcuT75mW2H95.jpg,https://topmate.io/chthakkarsap,SAP & Project Management,Your Ultimate mentor to SAP Guidance:,0,,,,22,https://awards.topmate.io/sap-project-management
shubham_shubham11,SmartThings,https://static.topmate.io/3HUkHNdPD9DPL9Zu95WZ76.png,https://topmate.io/shubham_shubham11,Startups & Entrepreneurship,,1070560,660,top400earners,original,1,https://awards.topmate.io/startups-entrepreneurship
varun760,Varun Agarwal,https://static.topmate.io/jQUNSnjst1zsiBs4Mhvp9a.jpeg,https://topmate.io/varun760,Startups & Entrepreneurship,,668909,327,top400earners,original,2,https://awards.topmate.io/startups-entrepreneurship
thenawazshaikh,Nawaz Shaikh | Learn To Earn,https://static.topmate.io/tb1fKMxiho82YA9Q8bWeKK.png,https://topmate.io/thenawazshaikh,Startups & Entrepreneurship,"I will help you build the most viral personal brand, where 7 figure income flows while you sleep.1 Million Followers | Personal Brand Expert | Content Strategist | Meta Verified Partner | Ai Automation expert | Instagram Growth Coach",594660,2807,categorizedusers,original,3,https://awards.topmate.io/startups-entrepreneurship
arjun_vaidya,Arjun Vaidya,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Arjun-Vaidya-1669635486.jpeg,https://topmate.io/arjun_vaidya,Startups & Entrepreneurship,"D2C Founder, Investor and Educator",490751,42,categorizedusers,original,4,https://awards.topmate.io/startups-entrepreneurship
anshuman_sinha,Anshuman Sinha,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_ae6edd5f-ddf6-4029-a910-6b27d5d43c5f.jpeg,https://topmate.io/anshuman_sinha,Startups & Entrepreneurship,"Active Angel Investor | Co-Founder, Startup Steroid Group- An Absolute Startup Ecosystem",279252,57,categorizedusers,original,5,https://awards.topmate.io/startups-entrepreneurship
harsh_pokharna,Harsh Pokharna,https://static.topmate.io/qq4YTPJJPLbESxJLQGvaAU.jpeg,https://topmate.io/harsh_pokharna,Startups & Entrepreneurship,,267711,76,top400earners,original,6,https://awards.topmate.io/startups-entrepreneurship
suraj_juneja,Suraj Juneja,https://topmate-staging.s3.ap-south-1.amazonaws.com/noz16xnAB131A9vse5Rwji.jpeg,https://topmate.io/suraj_juneja,Startups & Entrepreneurship,Ideator | Venture Builder | Entrepreneur | Investor with successful ventures & startup investments | 18+ years experience in this space | Get insights & guidance to build your dream venture | Over 300k followers on IG @surajjunejaofficial,235084,228,categorizedusers,original,7,https://awards.topmate.io/startups-entrepreneurship
deepika_shrivastava,Deepika Shrivastava,https://static.topmate.io/vsZ1W5ZLRuTWzFiAipJC69.jpeg,https://topmate.io/deepika_shrivastava,Startups & Entrepreneurship,Airbnb Business Consultant,194809,128,categorizedusers,original,8,https://awards.topmate.io/startups-entrepreneurship
growithanimesh,Animesh Kumar,https://static.topmate.io/nUygNNUjdYXz554wwgZk4s.jpg,https://topmate.io/growithanimesh,Startups & Entrepreneurship,An Ex Merchant Navy officer turned into Entrepreneur. I expertise in brand building and marketing. With Over 9 Lakhs Followers on Social Media. Writer of the Book HOW TO BUILD A STARTUP FROM SCRATCH.,173423,657,categorizedusers,original,9,https://awards.topmate.io/startups-entrepreneurship
sijurajan,Siju Rajan,https://static.topmate.io/m17X5vT6V9TFmtbG4AqGfk.png,https://topmate.io/sijurajan,Startups & Entrepreneurship,"Business and Brand Consultant Co-Founder of Brandisam LLP | Trademark expert | Trained over 20000 entrepreneurs Expert in Business idea valuation, Business structuring, Business branding, Trademark law, Marketing plan development.",140811,49,categorizedusers,original,10,https://awards.topmate.io/startups-entrepreneurship
fazlur_fmu,Fazlur FMU Consulting,https://topmate-staging.s3.ap-south-1.amazonaws.com/9RX4UMbbb4G4VZkhysdPq3.jpg,https://topmate.io/fazlur_fmu,Startups & Entrepreneurship,LinkedIn Top Voice| Growth-Stage Investing | Investment Banking| Fundraising| Startup Advisory| Deal Sourcing| Venture Capital| Private Equity|,110882,58,categorizedusers,original,11,https://awards.topmate.io/startups-entrepreneurship
sandeepanand,Sandeep Anand,https://topmate-staging.s3.amazonaws.com/3jLALgwm49YU27vxn2fDtc.png,https://topmate.io/sandeepanand,Startups & Entrepreneurship,"I am a Lifestyle Entrepreneur, author, marketer, growth consultant for start-ups + a career coach, here to champion and unleash you.",108064,47,categorizedusers,original,12,https://awards.topmate.io/startups-entrepreneurship
adityam,Aditya Maheshwari,https://topmate-staging.s3.amazonaws.com/1rePyuo7dYbsFSF88DruKZ.jpg,https://topmate.io/adityam,Startups & Entrepreneurship,"10 years in customer success | Director of Customer Success @ AppsFlyer | Customer success, app marketing & content enthusiast",103603,133,categorizedusers,original,13,https://awards.topmate.io/startups-entrepreneurship
sarthak_rastogi,Sarthak Rastogi,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Sarthak-Rastogi-1667070760.jpeg,https://topmate.io/sarthak_rastogi,Startups & Entrepreneurship,Pre-seed/seed VC @ Huddle Ventures | Angel Investor | The Venture Folks | Experimental Advisory,99901,61,categorizedusers,original,14,https://awards.topmate.io/startups-entrepreneurship
manu_francis,CS Manu Francis,https://static.topmate.io/mXxyVFWSgzdvsXAqqXKb7r.jpg,https://topmate.io/manu_francis,Startups & Entrepreneurship,Helping Startups in Fund Raising|Startup Growth Consultant |Business Valuer |Fund Raising Strategist |Deal Advisor|Virtual CFO |SME IPO Enabler|MIS Reporting Analyst |Cross Border Transaction Specialist |Mergers and Acquisitions |,99399,11,categorizedusers,original,15,https://awards.topmate.io/startups-entrepreneurship
ben_bachmann,B̳e̳n̳jamin Bachmann,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_c6e86096-2bcb-4c90-91e0-5bf64915c1f7.jpeg,https://topmate.io/ben_bachmann,Startups & Entrepreneurship,,82170,3,top400earners,llm_haiku,16,https://awards.topmate.io/startups-entrepreneurship
olambit,Olambit Services,https://static.topmate.io/u8foVHbnA2WuE6BHFtefxq.png,https://topmate.io/olambit,Startups & Entrepreneurship,"Olambit simplifies complex business processes, offering accounting, taxation, compliance, and consulting solutions to help clients achieve their goals.",76970,51,categorizedusers,original,17,https://awards.topmate.io/startups-entrepreneurship
mschrank,Michael Schrank,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_9871aaea-982f-4d27-8f0e-627a8ab1bf76.jpeg,https://topmate.io/mschrank,Startups & Entrepreneurship,,72810,3,top400earners,llm_haiku,18,https://awards.topmate.io/startups-entrepreneurship
onlynagender,onlynagender,https://static.topmate.io/htgLQ1YRg4yz19pMm3zk3p.JPG,https://topmate.io/onlynagender,Startups & Entrepreneurship,,72616,1510,top400earners,llm_haiku,19,https://awards.topmate.io/startups-entrepreneurship
mariana_antaya,Mariana Antaya,https://static.topmate.io/4SgeGjRZB1Uywci2GBGHBu.jpg,https://topmate.io/mariana_antaya,Startups & Entrepreneurship,,67894,26,top400earners,llm_haiku,20,https://awards.topmate.io/startups-entrepreneurship
devangmehta11,Devang Mehta,https://static.topmate.io/xzS5Z8cKcaEemPJzk8VyY3.jpg,https://topmate.io/devangmehta11,Startups & Entrepreneurship,Catalyzing innovation through financing and advisory,62670,11,categorizedusers,original,21,https://awards.topmate.io/startups-entrepreneurship
mukul_khurana,Mukul Khurana,https://static.topmate.io/3J3jcXwHFhEynZDdLi1A6G.jpeg,https://topmate.io/mukul_khurana,Startups & Entrepreneurship,Ex-Founder who raised 5 Crores from top investors. Around 10 years experience in startups. Now helping early stage startups in their startup & fund raising journey,62635,34,categorizedusers,original,22,https://awards.topmate.io/startups-entrepreneurship
sibendra,Sibendra Mallick,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_f4ff2331-5c11-486c-bc3d-f21cba7f1bb3.jpeg,https://topmate.io/sibendra,Startups & Entrepreneurship,Digital Entrepreneur | Global Trading Network Owner,57562,70,categorizedusers,original,23,https://awards.topmate.io/startups-entrepreneurship
vingaut,Vineet Gautam,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_0819bbd3-79f2-42ca-a7d6-5e1f64f9995c.jpeg,https://topmate.io/vingaut,Startups & Entrepreneurship,"25+ Years in Retail & Consumer Business | Investor | Fashion, E-Commerce & Retail Technology Leader | Scaling Brands | Building High-Impact Teams | Ex-CEO Bestseller India",47634,14,categorizedusers,original,24,https://awards.topmate.io/startups-entrepreneurship
rishiraj,Rishiraj Kalita,https://static.topmate.io/14gSU4bg8yB1tDayBCdjBM.jpeg,https://topmate.io/rishiraj,Startups & Entrepreneurship,Early Stage VC investing in Pre-Seed & Seed | Now: Huddle Ventures |,0,,,,25,https://awards.topmate.io/startups-entrepreneurship
genzcareer,GenZ Career,https://static.topmate.io/29wpLPr9DLcPJ7j39rJUBd.jpg,https://topmate.io/genzcareer,Tech Careers & Software,"I'm a Senior Software Developer with extensive experience in one of the leading multinational corporations. Over the years, I've had the unique opportunity to conduct over 100 interviews, giving me a deep understanding of what it takes to s",3968199,5976,categorizedusers,original,1,https://awards.topmate.io/tech-careers-software
rajat_gajbhiye,Rajat Gajbhiye,https://static.topmate.io/2FQtVnnjF6Vscc5APBwbbv.jpg,https://topmate.io/rajat_gajbhiye,Tech Careers & Software,Software Development Engineer | Interview coach helping people to crack top companies (SDE roles).,2190764,4849,categorizedusers,original,2,https://awards.topmate.io/tech-careers-software
prashant_verma,PRASHANT VERMA,https://static.topmate.io/4FQbudj6fkJL4QocWhaBb6.jpg,https://topmate.io/prashant_verma,Tech Careers & Software,,1880650,4731,top400earners,original,3,https://awards.topmate.io/tech-careers-software
codtech_it_solutions,CODTECH IT SOLUTIONS PRIVATE LIMITED,https://static.topmate.io/odFwGNzHETa9MosE4BYiDC.jpeg,https://topmate.io/codtech_it_solutions,Tech Careers & Software,,1224624,8474,top400earners,original,4,https://awards.topmate.io/tech-careers-software
japneet_sachdeva,Japneet Sachdeva,https://static.topmate.io/fovVpBy3Ad5SKHfXxD81Zs.jpeg,https://topmate.io/japneet_sachdeva,Tech Careers & Software,Full Stack Test Automation Engineer | 6000+ mentees mastering QA Automation using my resources,973044,814,categorizedusers,original,5,https://awards.topmate.io/tech-careers-software
pvergadia,Priyanka Vergadia,https://topmate-staging.s3.ap-south-1.amazonaws.com/mNquxxNgCn22ia6korRUHf.jpeg,https://topmate.io/pvergadia,Tech Careers & Software,,950433,97,top400earners,original,6,https://awards.topmate.io/tech-careers-software
interviewswithsumit,Interviews with Sumit,https://static.topmate.io/fftKft9os66QRqAKxDsRm5.jpg,https://topmate.io/interviewswithsumit,Tech Careers & Software,,698780,2193,top400earners,original,7,https://awards.topmate.io/tech-careers-software
the_gen_academy,The Gen Academy,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://static.topmate.io/hx96Mufeu9YdiLZqySeJeU.png",https://topmate.io/the_gen_academy,Tech Careers & Software,,629555,313,top400earners,original,8,https://awards.topmate.io/tech-careers-software
manohar,Manohar Batra,https://static.topmate.io/kJuiktNW5DYSJsBVTsH1h5.jpg,https://topmate.io/manohar,Tech Careers & Software,,616565,1386,top400earners,original,9,https://awards.topmate.io/tech-careers-software
karansaxena,Karan Saxena,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_5cb02843-673a-4940-9762-f93ad21f31a2.jpeg,https://topmate.io/karansaxena,Tech Careers & Software,Software Engineer @ Google,553580,575,categorizedusers,original,10,https://awards.topmate.io/tech-careers-software
goyalshalini,Shalini Goyal,https://topmate-staging.s3.amazonaws.com/iwGjB1btaRPEA47NTajTwT.png,https://topmate.io/goyalshalini,Tech Careers & Software,,532508,453,top400earners,original,11,https://awards.topmate.io/tech-careers-software
mjunaid,Muhammad Junaid,https://static.topmate.io/1czbjCviYP4nqPCuMpxYnk.JPEG,https://topmate.io/mjunaid,Tech Careers & Software,,516011,381,top400earners,original,12,https://awards.topmate.io/tech-careers-software
code_bashers,Code Bashers,https://static.topmate.io/f8JWKvMnBNyjtQ59gxLhVn.png,https://topmate.io/code_bashers,Tech Careers & Software,,502885,5820,top400earners,original,13,https://awards.topmate.io/tech-careers-software
codinglyf,CodingLyf,https://static.topmate.io/dbeCePpadpnyjTUTEbE8g9.jpg,https://topmate.io/codinglyf,Tech Careers & Software,Full-Stack Developer| Java Spring | JavaScript & React |,488024,4043,categorizedusers,original,14,https://awards.topmate.io/tech-careers-software
saedmf1,Saed Farah,https://topmate-staging.s3.amazonaws.com/g1muBjbWEPFqF8NexJdvWp.jpeg,https://topmate.io/saedmf1,Tech Careers & Software,,370346,52,top400earners,original,15,https://awards.topmate.io/tech-careers-software
sai_krishna_nangunuri,Saikrishna Nangunuri,https://static.topmate.io/dpniipMxZU2BfNdweW4KjE.jpeg,https://topmate.io/sai_krishna_nangunuri,Tech Careers & Software,Lead Engineer @ Inspire Brands | Reactjs | Javascript | Html5 | Css | Bootstrap | Angular | Vuejs | Redux | Frontend | Git | Nodejs | Dotnet | Nextjs,359543,2788,categorizedusers,original,16,https://awards.topmate.io/tech-careers-software
karandwivedi,Karan Dwivedi,https://topmate-staging.s3.ap-south-1.amazonaws.com/dBBf5qyqt2j1iEja8bm6pX.jpg,https://topmate.io/karandwivedi,Tech Careers & Software,,357481,417,top400earners,original,17,https://awards.topmate.io/tech-careers-software
tanmay_goel,Tanmay Goel,https://static.topmate.io/wYK1p1qfQBchCCuuDkds7u.png,https://topmate.io/tanmay_goel,Tech Careers & Software,Software Engineer at Qualcomm | Ex - National Instruments | From tier-3 college,332195,2859,categorizedusers,original,18,https://awards.topmate.io/tech-careers-software
testingsociety,Testing Society,https://topmate-staging.s3.amazonaws.com/8Rro6gXvAL8iwPDeEu5z9p.png,https://topmate.io/testingsociety,Tech Careers & Software,,325695,3209,top400earners,original,19,https://awards.topmate.io/tech-careers-software
tekno_uf,Tekno UF,https://static.topmate.io/qyHjQ18DALrWrE2PCxRKDH.png,https://topmate.io/tekno_uf,Tech Careers & Software,,323972,4333,top400earners,original,20,https://awards.topmate.io/tech-careers-software
mfarhanawan,Farhan | Tech Sales Coach & Mentor,https://topmate-staging.s3.amazonaws.com/q5oAH92gidqq6VZya1UxJ3.png,https://topmate.io/mfarhanawan,Tech Careers & Software,,320546,202,top400earners,original,21,https://awards.topmate.io/tech-careers-software
iamsantoshmishra,Santosh Kumar Mishra,https://static.topmate.io/qhUwFPNvdVPHVC35bMgnmA.png,https://topmate.io/iamsantoshmishra,Tech Careers & Software,Software Engineer at ùêåùê¢ùêúùê´ùê®ùê¨ùê®ùêüùê≠ | Ex-VMware | Ex-Teradata | NIT Tiruchirappalli,319890,815,categorizedusers,original,22,https://awards.topmate.io/tech-careers-software
anand_gaur,Anand Gaur,https://static.topmate.io/csxYxZfPgBS8r8hvGsHKwN.JPG,https://topmate.io/anand_gaur,Tech Careers & Software,,311864,4281,top400earners,original,23,https://awards.topmate.io/tech-careers-software
sharmilan_vipokan,Sharmilan Vipokan,https://topmate-staging.s3.ap-south-1.amazonaws.com/pMUYYqeeLWoAwmgYU9ouno.png,https://topmate.io/sharmilan_vipokan,Tech Careers & Software,"I'm dedicated to helping you land your dream IT job! With experience mentoring 1000+ candidates, I guide you through the job search process, from resume building to interview prep, ensuring your fully equipped to achieve your career goals.",271326,1649,categorizedusers,original,24,https://awards.topmate.io/tech-careers-software
rani_dhage,Rani Dhage,https://static.topmate.io/nwp6j9TXwAHPEFPNq8eorb.jpeg,https://topmate.io/rani_dhage,Tech Careers & Software,"Hi, I'm Rani Dhage a Software Engineer - Backend Developer. I craft efficient and scalable back-end systems, focusing on microservices, APIs, and high-performance applications. Let's build something great together!",270213,642,categorizedusers,original,25,https://awards.topmate.io/tech-careers-software
revanth_murigipudi,Revanth Murigipudi,https://static.topmate.io/wk1TmG5E8yFaXHgwgnCoFJ.jpg,https://topmate.io/revanth_murigipudi,Software Engineering,"Software Development Engineer 3 at Atlassian | Interview coach helping people crack top product companies | 250k+ on LinkedIn | Ex Autodesk, TCS",268965,116,categorizedusers,original,1,https://awards.topmate.io/software-engineering
crack_off_campus,Crack Off-Campus,https://static.topmate.io/f7EXFnRGZ5ZkWgumMweSrp.jpg,https://topmate.io/crack_off_campus,Software Engineering,,262640,3453,top400earners,original,2,https://awards.topmate.io/software-engineering
himanshu_singour,Himanshu Singour,https://static.topmate.io/hV5RrRRHgrMWNrKGmaWoi2.JPEG,https://topmate.io/himanshu_singour,Software Engineering,"SWE | Distributed System Passionate - System Design Enthusiast (HLD/LLD) | DSA | Near Full-Stack Developer | Google Kick Start #67 (Ranked 2404) | 25th Finalist, European Championship 2024 (EUC)",239555,470,categorizedusers,original,3,https://awards.topmate.io/software-engineering
jaya_bhuvanesh,Jaya Bhuvanesh Ramesh,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://static.topmate.io/hx96Mufeu9YdiLZqySeJeU.png",https://topmate.io/jaya_bhuvanesh,Software Engineering,,238844,423,top400earners,original,4,https://awards.topmate.io/software-engineering
garima_rajput,Garima Rajput,https://static.topmate.io/haNuTuxrrDTx4CVQmU8mkX.jpg,https://topmate.io/garima_rajput,Software Engineering,Software Engineer at Meta working in London. I can help you get that dream job with my FAANG experience.,235003,169,categorizedusers,original,5,https://awards.topmate.io/software-engineering
ivopinto,Ivo Pinto,https://static.topmate.io/g3D4u5gM6986gjJfQDwf2J.jpg,https://topmate.io/ivopinto,Software Engineering,,232470,79,top400earners,original,6,https://awards.topmate.io/software-engineering
roadsidecoder,Piyush Agarwal,https://static.topmate.io/75njGDdqWS65ni3My2uicn.png,https://topmate.io/roadsidecoder,Software Engineering,Frontend Developer and YouTuber @RoadsideCoder ( 150k+ Subscribers ).Helped thousands of developers land their dream job! üî•Now its your turn ü´µü´µ,231858,431,categorizedusers,original,7,https://awards.topmate.io/software-engineering
aashna_doshi,Aashna Doshi,https://topmate-staging.s3.amazonaws.com/414SAoiaDgwe8xq9ymxm5F.jpeg,https://topmate.io/aashna_doshi,Software Engineering,,219369,91,top400earners,original,8,https://awards.topmate.io/software-engineering
hisahil,Sahil,https://topmate-staging.s3.amazonaws.com/w8RvtnsW9R5YiyzxAtdRF8.jpeg,https://topmate.io/hisahil,Software Engineering,"Software Engineer | Built at Google, Amazon & Adobe",218534,84,categorizedusers,original,9,https://awards.topmate.io/software-engineering
hemant,Hemant Pandey,https://static.topmate.io/gx1jEYUsSgggQpJAhYLSw8.jpeg,https://topmate.io/hemant,Software Engineering,,213954,249,top400earners,original,10,https://awards.topmate.io/software-engineering
minddhara,MindDhara Forward,https://static.topmate.io/g6mdwSUDtVvCKDNH2HkpKG.png,https://topmate.io/minddhara,Software Engineering,,210622,156,top400earners,llm_haiku,11,https://awards.topmate.io/software-engineering
nitinagam17,Nitin Aggarwal,https://static.topmate.io/dXZXqpB1xCtY4mxFfJX6Li.jpg,https://topmate.io/nitinagam17,Software Engineering,,207998,200,top400earners,llm_haiku,12,https://awards.topmate.io/software-engineering
rohive,rohit verma,https://static.topmate.io/xb4QxyY6nCSqkZjoKsAh2N.jpg,https://topmate.io/rohive,Software Engineering,Senior software engineer at Google | Ex META | Ex Amazon | IIT Roorkee,195807,115,categorizedusers,original,13,https://awards.topmate.io/software-engineering
abhishvek,Abhishvek,https://static.topmate.io/cSonnkKRK5WGFwnN8M2LRP.jpeg,https://topmate.io/abhishvek,Software Engineering,,182015,1517,top400earners,llm_haiku,14,https://awards.topmate.io/software-engineering
raviraushan0412,Ravi Raushan,https://static.topmate.io/jymBfEwtKyWeHqz47GUjnS.JPG,https://topmate.io/raviraushan0412,Software Engineering,,166016,3198,top400earners,llm_haiku,15,https://awards.topmate.io/software-engineering
prathamkohli,Pratham Kohli,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_2a6f9885-98d2-474e-8cbe-05822ad6e77a.jpeg,https://topmate.io/prathamkohli,Software Engineering,"Software Engineer (SDE II) @ Amazon | Cracked Interviews at Google, Meta (London), Amazon, Microsoft (Twice) and more | Writes to 300k+ (LinkedIn, Insta) | Prev: ServiceNow, ISRO",164004,314,categorizedusers,original,16,https://awards.topmate.io/software-engineering
dhirendra_sinha,Dhirendra Sinha,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_9fcc0ce6-f256-4da3-b8ed-41930de12506.jpeg,https://topmate.io/dhirendra_sinha,Software Engineering,SW Engineering Leadership at Google | Author of Book: System Design Guide for Software Professionals  | IIT | Startup Advisor,159590,196,categorizedusers,original,17,https://awards.topmate.io/software-engineering
carly_taylor,Carly Taylor,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Carly%20%F0%9F%8E%B0-Taylor-1665151996.jpeg",https://topmate.io/carly_taylor,Software Engineering,Field CTO @ Databricks,145068,38,categorizedusers,original,18,https://awards.topmate.io/software-engineering
anubhavjain,Anubhav Jain,https://static.topmate.io/p1Xez7Tqax9X1V9jeRWpZv.JPG,https://topmate.io/anubhavjain,Software Engineering,,142250,66,top400earners,llm_haiku,19,https://awards.topmate.io/software-engineering
